word,original_word,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
interred,interred,8,0.17999999999999997,-0.7447274948966939,0.00010000000000000003,0.08333333333333333,12
previously,previously,10,18.099999999999998,1.2576785748691848,0.0035201513407164893,0.08333333333333333,12
1948,1948,4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
tardieu,Tardieu,7,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
family,family,6,354.25,2.5493098589194974,0.0015643343660542628,0.08333333333333333,12
supply,Supply,6,18.670000000000005,1.2711443179490782,0.00010000000000000003,0.08333333333333333,12
lost,lost,4,274.0,2.4377505628203875,0.0006958995218306108,0.08333333333333333,12
secretary,Secretary,9,33.220000000000006,1.5213996281153757,0.00010000000000000003,0.08333333333333333,12
texas,Texas,5,28.02,1.4474681309497555,0.00010000000000000003,0.08333333333333333,12
management,management,10,11.650000000000004,1.066325925362038,0.00010000000000000003,0.08333333333333333,12
1954,1954,4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
1956,"1956,",4,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
annie,Annie,5,34.69,1.5402042998420598,0.00010000000000000003,0.08333333333333333,12
become,become,6,115.56999999999995,2.06284511327705,0.00010000000000000003,0.08333333333333333,12
serving,serving,7,11.69,1.06781451116184,0.00010000000000000003,0.08333333333333333,12
adamsonis,Adams-Onis,9,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
was,was,3,5654.729999999999,3.752411873220891,0.04106881525328875,0.08333333333333333,12
merchant,merchant,8,2.86,0.45636603312904295,0.0005625644491174288,0.08333333333333333,12
voted,voted,5,6.939999999999999,0.8413594704548549,0.00010000000000000003,0.08333333333333333,12
delano,Delano,6,1.0,0.0,0.03214304599698227,0.08333333333333333,12
united,United,6,50.26999999999999,1.7013088852280756,0.005800712855396641,0.08333333333333333,12
reelection,"re-election,",10,0.6100000000000001,-0.2146701649892329,0.00010000000000000003,0.08333333333333333,12
elected,elected,7,7.25,0.8603380065709937,0.00010000000000000003,0.08333333333333333,12
house,House,5,514.0,2.7109631189952768,0.00010000000000000003,0.08333333333333333,12
presidents,Presidents,10,2.7100000000000004,0.43296929087440567,0.00010000000000000003,0.08333333333333333,12
latters,latter's,7,1.0,0.0,0.00015446758245191567,0.08333333333333333,12
practice,practice,8,45.69,1.6598211580557052,0.00010000000000000003,0.08333333333333333,12
worked,worked,6,115.24,2.061603249608375,0.00010000000000000003,0.08333333333333333,12
house,House,5,514.0,2.7109631189952768,0.003777610384699368,0.08333333333333333,12
received,received,8,28.160000000000007,1.4496326504700747,0.00010000000000000003,0.08333333333333333,12
adams,Adams,5,9.22,0.9647309210536293,0.00010000000000000003,0.08333333333333333,12
eldest,eldest,6,1.51,0.17897694729316946,0.00010000000000000003,0.08333333333333333,12
andrew,Andrew,6,21.270000000000003,1.3277674899027292,0.00010000000000000003,0.08333333333333333,12
democraticrepublican,Democratic-Republican,20,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
electoral,electoral,9,0.5099999999999999,-0.2924298239020637,0.00010000000000000003,0.08333333333333333,12
washington,Washington,10,42.0,1.6232492903979006,0.08115471528664385,0.08333333333333333,12
american,American,8,102.22000000000001,2.009535876619218,0.0075076441370706785,0.08333333333333333,12
eyeless,Eyeless,7,0.06000000000000002,-1.2218487496163564,0.00010000000000000003,0.08333333333333333,12
catherine,Catherine,9,18.670000000000005,1.2711443179490782,0.00010000000000000003,0.08333333333333333,12
netherlands,Netherlands,11,0.4100000000000001,-0.38721614328026455,0.00010000000000000003,0.08333333333333333,12
comfort,Comfort,7,17.22,1.236033147117636,0.00010000000000000003,0.08333333333333333,12
serving,serving,7,11.69,1.06781451116184,0.00010000000000000003,0.08333333333333333,12
during,during,6,75.91999999999999,1.880356199419236,0.00010000000000000003,0.08333333333333333,12
eyeless,Eyeless,7,0.06000000000000002,-1.2218487496163564,0.00010000000000000003,0.08333333333333333,12
graduated,graduated,9,7.75,0.8893017025063105,0.00021478324683173267,0.08333333333333333,12
character,character,9,38.15999999999999,1.5816083660320575,0.00010000000000000003,0.08333333333333333,12
keynes,"Keynes,",6,1.0,0.0,0.00010000000000000003,0.08333333333333333,12
alexander,Alexander,9,9.510000000000002,0.9781805169374139,0.00010000000000000003,0.08333333333333333,12
american,American,8,102.22000000000001,2.009535876619218,0.00010000000000000003,0.08333333333333333,12
studied,studied,7,11.31,1.0534626049254554,0.0006925892643084426,0.08333333333333333,12
commenced,commenced,9,0.5300000000000001,-0.2757241303992109,0.00010000000000000003,0.08333333333333333,12
minister,Minister,8,18.449999999999996,1.2659963704950792,0.00010000000000000003,0.08333333333333333,12
influenced,influenced,10,2.1000000000000005,0.32221929473391936,0.00010000000000000003,0.08333333333333333,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
i,I.,1,39971.16000000001,4.601746752070183,0.00010000000000000003,0.0,12
time,time.,4,1958.6300000000008,3.2919524022351516,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
manuscript,manuscript,10,2.690000000000001,0.4297522800024079,0.00010000000000000003,0.0,12
parker,Parker,6,21.78,1.3380578754197565,0.00010000000000000003,0.0,12
virus,Virus).,5,18.900000000000002,1.2764618041732443,0.00010000000000000003,0.0,12
matthew,Matthew,7,15.490000000000002,1.1900514177592056,0.00010000000000000003,0.0,12
recommended,recommended,11,5.329999999999999,0.7267272090265723,0.00010000000000000003,0.0,12
1960,1960.,4,1.0,0.0,0.00010000000000000003,0.0,12
another,Another,7,509.2200000000002,2.7069054525602962,0.0003770513663513843,0.0,12
the,The,3,29449.18,4.469073206544746,0.009704474496153616,0.0,9
comedians,comedians.,9,0.9600000000000003,-0.017728766960431602,0.00010000000000000003,0.0,12
anna,Anna.,4,34.07999999999999,1.5324995860946624,0.00010000000000000002,0.0,10
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
after,After,5,682.59,2.834159921539118,0.0008782537923550537,0.0,12
parish,parish.,6,3.02,0.4800069429571507,0.00010000000000000003,0.0,12
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,12
raymond,Raymond,7,1.0,0.0,0.00010000000000000003,0.0,12
maryland,Maryland.,8,3.18,0.5024271199844328,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
alberts,Albert's,7,1.0,0.0,0.00010000000000000002,0.0,10
fordham,Fordham.,7,1.0,0.0,0.00010000000000000003,0.0,12
defense,Defense.,7,32.64999999999999,1.5138831856110928,0.00010000000000000003,0.0,12
ball,Ball,4,104.96000000000002,2.0210238220315846,0.00010575831007416873,0.0,12
humphrey,Humphrey.,8,1.0,0.0,0.00010000000000000003,0.0,12
commenced,commenced,9,0.5300000000000001,-0.2757241303992109,0.00010000000000000003,0.0,12
was,was,3,5654.729999999999,3.7524118732208906,0.04106881525328875,0.0,11
agency,Agency.,6,19.430000000000003,1.2884728005997825,0.00010000000000000003,0.0,12
politician,politician.,10,3.270000000000001,0.5145477526602862,0.00010000000000000003,0.0,12
during,During,6,75.91999999999999,1.880356199419236,0.0007770936696754137,0.0,12
generation,Generation.,10,12.14,1.0842186867392385,0.00010000000000000003,0.0,12
eventually,Eventually,10,24.430000000000003,1.3879234669734366,0.00010000000000000003,0.0,12
1797,1797.,4,1.0,0.0,0.00010000000000000003,0.0,11
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
slavery,slavery.,7,4.0600000000000005,0.6085260335771939,0.00010000000000000003,0.0,12
joseph,Joseph,6,19.979999999999997,1.3005954838899638,0.00010000000000000003,0.0,12
was,was,3,5654.729999999999,3.752411873220891,0.04106881525328875,0.0,12
196365,1963-65).,6,1.0,0.0,0.00010000000000000003,0.0,12
television,Television,10,33.89999999999999,1.5301996982030823,0.00018472494622006743,0.0,12
jack,Jack,4,251.59000000000003,2.400693375123279,0.00010000000000000003,0.0,12
production,"Production"".",10,12.650000000000004,1.102090525511837,0.00010000000000000003,0.0,12
1928,1928.,4,1.0,0.0,0.00010000000000000003,0.0,12
chemist,chemist.,7,1.8599999999999997,0.2695129442179164,0.00010000000000000003,0.0,12
mary,Mary,4,88.08000000000003,1.9448773059636946,0.00010000000000000003,0.0,12
belgians,Belgians.,8,0.15999999999999998,-0.7958800173440751,0.00010000000000000003,0.0,11
matthew,Matthew,7,15.490000000000002,1.1900514177592056,0.00010000000000000003,0.0,12
kerouacs,Kerouac's,8,1.0,0.0,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
mary,Mary,4,88.08000000000003,1.9448773059636948,0.00010000000000000003,0.0,11
burroughs,Burroughs,9,0.6500000000000001,-0.18708664335714434,0.00010000000000000003,0.0,12
office,office.,6,203.90000000000006,2.3094172257781405,0.00010000000000000003,0.0,12
robert,Robert,6,63.179999999999986,1.8005796215691303,0.00010000000000000003,0.0,12
bush,Bush.,4,14.120000000000003,1.149834696715785,0.00010000000000000003,0.0,12
cambridge,Cambridge,9,2.82,0.450249108319361,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.882934163885179,0.0019818187670420317,0.0,11
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
1849,1849.,4,1.0,0.0,0.00010000000000000003,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
1559,1559.,4,1.0,0.0,0.00010000000000000003,0.0,12
consecutive,consecutive,11,1.6299999999999992,0.2121876044039577,0.00010000000000000003,0.0,12
games,games.,5,44.84000000000001,1.6516656039229358,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
minnesota,Minnesota.,9,3.899999999999999,0.5910646070264993,0.00010000000000000003,0.0,12
possibly,possibly,8,48.899999999999984,1.6893088591236205,0.00010000000000000003,0.0,12
oxford,Oxford.,6,2.59,0.41329976408125185,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
adolf,Adolf,5,1.3499999999999999,0.13033376849500614,0.00010000000000000003,0.0,12
republican,Republican,10,4.04,0.6063813651106048,0.00010000000000000003,0.0,12
with,With,4,5048.330000000001,3.7031477361914535,0.0,0.0,11
lovett,Lovett,6,1.0,0.0,0.00010000000000000003,0.0,12
seney,Seney.,5,1.0,0.0,0.00010000000000000003,0.0,11
there,there.,5,4348.120000000001,3.6383015212971164,0.00010000000000000003,0.0,11
hindman,Hindman,7,1.0,0.0,0.00010000000000000003,0.0,11
1765,1765.,4,1.0,0.0,0.00010000000000000003,0.0,11
studied,studied,7,11.31,1.0534626049254554,0.00010000000000000003,0.0,11
william,William,7,32.40999999999999,1.5106790310322098,0.00011725377856049144,0.0,11
1782,1782).,4,1.0,0.0,0.00010000000000000003,0.0,11
william,William,7,32.40999999999999,1.5106790310322098,0.00011725377856049144,0.0,11
federalists,Federalists.,11,1.0,0.0,0.00010000000000000003,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,11
1801,1801.,4,1.0,0.0,0.00010000000000000002,0.0,10
he,He,2,7637.199999999999,3.882934163885179,0.0019818187670420317,0.0,10
term,term.,4,17.449999999999996,1.2417954312951986,0.00010000000000000002,0.0,10
senator,Senator,7,33.15999999999999,1.520614521878236,0.00010000000000000002,0.0,10
us,U.S.,2,1695.65,3.229336214220752,0.00010000000000000003,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0019818187670420317,0.0,11
maryland,Maryland.,8,3.18,0.5024271199844328,0.00010000000000000003,0.0,11
william,William,7,32.40999999999999,1.5106790310322098,0.00011725377856049144,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,11
from,From,4,2039.0600000000002,3.309430005221756,0.004430353554628765,0.0,12
praised,praised.,7,1.7100000000000006,0.23299611039215376,0.00010000000000000003,0.0,12
1775,1775,4,1.0,0.0,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
england,England.,7,35.220000000000006,1.546789351631258,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
poetry,poetry.,6,13.370000000000003,1.1261314072619846,0.00010000000000000003,0.0,12
erasmus,Erasmus,7,0.14000000000000004,-0.8538719643217619,0.00010000000000000003,0.0,12
society,society.,7,32.92000000000001,1.5174598265402321,0.00010000000000000003,0.0,12
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,12
records,Records.,7,40.51,1.6075622431835879,0.00010000000000000003,0.0,12
subsidiary,subsidiary,10,0.4500000000000001,-0.34678748622465644,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
school,School.,6,333.11999999999995,2.522600707830442,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
york,York.,4,138.61000000000004,2.141794563523657,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
nonperformer,nonperformer.,12,1.0,0.0,0.00010000000000000003,0.0,12
clive,Clive,5,2.6499999999999995,0.42324587393680785,0.00010000000000000003,0.0,12
shore,Shore.,5,19.860000000000003,1.2979792441593625,0.00010000000000000003,0.0,12
funeral,funeral.,7,33.199999999999996,1.521138083704036,0.00010000000000000003,0.0,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000003,0.0,11
boone,Boone.,5,1.0,0.0,0.00010000000000000003,0.0,11
his,His,3,2124.7799999999997,3.3273139698064678,0.0028991571522505827,0.0,11
as,As,2,2217.02,3.3457696109541177,0.005520123967132155,0.0,11
hollywood,Hollywood.,9,27.979999999999997,1.4468477101558086,0.00010000000000000003,0.0,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000003,0.0,11
clooneyferrer,Clooney-Ferrer.,13,1.0,0.0,0.00010000000000000003,0.0,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000003,0.0,11
officer,officer.,7,103.24,2.0138479958718314,0.00010000000000000003,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0019818187670420317,0.0,11
there,There.,5,4348.120000000001,3.6383015212971164,0.00010000000000000003,0.0,11
wasnt,Wasn't,5,0.19999999999999998,-0.6989700043360187,0.00010000000000000003,0.0,11
1983,"1983,",4,1.0,0.0,0.00010000000000000003,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,11
villain,villain.,7,4.159999999999999,0.6190933306267429,0.00010000000000000003,0.0,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000003,0.0,11
lessons,lessons.,7,15.139999999999997,1.1801258751640538,0.00010000000000000003,0.0,11
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,11
stuttgart,Stuttgart.,9,1.0,0.0,0.00010000000000000003,0.0,11
einstein,Einstein,8,5.269999999999999,0.7218106152125464,0.00010000000000000003,0.0,11
teenager,teenager,8,6.880000000000001,0.8375884382355114,0.0009215119674789208,0.0,11
music,music.,5,151.65000000000003,2.180842414646683,0.00010000000000000003,0.0,11
miguel,Miguel,6,1.0,0.0,0.00010000000000000002,0.0,10
jordan,Jordan.,6,19.94,1.2997251539756367,0.00010000000000000002,0.0,10
clooney,Clooney.,7,1.0,0.0,0.00010000000000000003,0.0,11
his,His,3,2124.7799999999997,3.3273139698064678,0.0028991571522505827,0.0,11
exonerated,Exonerated.,10,0.43000000000000005,-0.3665315444204134,0.00010000000000000003,0.0,11
2003,"2003,",4,1.0,0.0,0.00010000000000000003,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,11
readalong,"Read-Along"".",9,1.0,0.0,0.00010000000000000003,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,11
drama,drama,5,20.16,1.304490527773488,0.00010000000000000002,0.0,10
moon,Moon.,4,49.959999999999994,1.6986224297020978,0.00010000000000000002,0.0,10
miguel,Miguel,6,1.0,0.0,0.00010000000000000002,0.0,10
stand,Stand.,5,226.2,2.354492600589437,0.00010000000000000003,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0019818187670420317,0.0,11
peaks,Peaks.,5,1.59,0.20139712432045148,0.00010000000000000003,0.0,11
among,Among,5,33.89999999999999,1.5301996982030823,0.00048740786382008196,0.0,11
sunshine,Sunshine.,8,11.840000000000002,1.073351702386901,0.00010000000000000003,0.0,11
band,Band,4,53.409999999999975,1.7276225779691372,0.00010000000000000003,0.0,11
society,Society.,7,32.92000000000001,1.5174598265402321,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
darwinwedgwood,Darwin-Wedgwood,14,1.0,0.0,0.00010000000000000003,0.0,12
foreman,Foreman.,7,5.549999999999998,0.7442929831226762,0.00010000000000000003,0.0,12
1950,"1950,",4,1.0,0.0,0.00010000000000000003,0.0,12
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,12
autry,Autry.,5,1.0,0.0,0.00010000000000000003,0.0,12
between,Between,7,175.13999999999996,2.2433853453716575,0.0008805528860523182,0.0,12
frontier,Frontier.,8,3.270000000000001,0.5145477526602862,0.00010000000000000003,0.0,12
she,She,3,3732.8799999999997,3.572044028989929,0.0007610000137945621,0.0,12
short,short.,5,85.63,1.9326259440217823,0.00010000000000000003,0.0,12
she,She,3,3732.8799999999997,3.572044028989929,0.0007610000137945621,0.0,12
actress,actress.,7,16.020000000000003,1.2046625117482186,0.00010000000000000003,0.0,12
gail,Gail,4,6.63,0.8215135284047735,0.00010000000000000003,0.0,12
1955,1955.,4,1.0,0.0,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
1951,1951.,4,1.0,0.0,0.00010000000000000003,0.0,12
his,His,3,2124.7799999999997,3.3273139698064678,0.0028991571522505827,0.0,12
1948,1948.,4,1.0,0.0,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
king,King.,4,129.25,2.1114305517659804,0.00010000000000000003,0.0,12
westerns,"Westerns,",8,0.7300000000000001,-0.1366771398795441,0.00010000000000000003,0.0,12
show,"Show"".",4,488.3500000000001,2.6887311920547963,0.00010000000000000003,0.0,12
gail,Gail,4,6.63,0.8215135284047735,0.00010000000000000003,0.0,12
television,television,10,33.89999999999999,1.5301996982030823,0.00010000000000000003,0.0,12
critics,critics.,7,3.729999999999999,0.5717088318086877,0.00010000000000000003,0.0,12
among,among,5,33.89999999999999,1.5301996982030823,0.00010000000000000003,0.0,12
regarded,regarded,8,2.0399999999999996,0.3096301674258988,0.00010000000000000003,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
actor,actor.,5,26.329999999999988,1.4204508591060685,0.00010000000000000003,0.0,12
elvis,Elvis,5,10.53,1.0224283711854867,0.00010000000000000003,0.0,12
network,network.,7,16.53,1.2182728535714473,0.00010000000000000003,0.0,12
between,Between,7,175.13999999999996,2.2433853453716575,0.0008805528860523182,0.0,12
cemetery,Cemetery.,8,8.69,0.9390197764486666,0.00010000000000000003,0.0,12
austin,Austin.,6,10.289999999999997,1.0124153747624332,0.00010000000000000003,0.0,12
she,She,3,3732.8799999999997,3.572044028989929,0.0007610000137945621,0.0,12
rock,Rock.,4,86.15999999999998,1.9353056902899253,0.00010000000000000003,0.0,12
her,Her,3,2835.82,3.4526786611063547,0.0017105257107648162,0.0,12
arkansas,Arkansas.,8,2.0,0.3010299956639812,0.00010000000000000003,0.0,12
daughter,daughter,8,171.34999999999994,2.2338841087658854,0.00010948745561901775,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
king,King,4,129.25,2.1114305517659804,0.00010000000000000003,0.0,12
organizations,organization's,13,1.3900000000000003,0.14301480025409502,0.00010000000000000003,0.0,12
darwin,Darwin.,6,2.3299999999999996,0.36735592102601894,0.00010000000000000003,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
on,On,2,6955.729999999997,3.8423427156846253,0.006051214611200264,0.0,12
kennedy,Kennedy.,7,11.730000000000002,1.0692980121155296,0.00010000000000000003,0.0,12
her,Her,3,2835.82,3.4526786611063547,0.0017105257107648162,0.0,12
family,family.,6,354.25,2.5493098589194974,0.00010000000000000003,0.0,12
eunice,Eunice,6,1.0,0.0,0.00010000000000000003,0.0,12
evolution,evolution.,9,5.329999999999999,0.7267272090265723,0.00010000000000000003,0.0,12
zoonomia,Zoonomia,8,1.0,0.0,0.00010000000000000003,0.0,12
his,His,3,2124.7799999999997,3.3273139698064678,0.0028991571522505827,0.0,12
1802,1802.,4,1.0,0.0,0.00010000000000000003,0.0,12
1781,1781,4,1.0,0.0,0.00010000000000000003,0.0,12
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,12
declined,declined.,8,1.57,0.19589965240923377,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
school,School.,6,333.11999999999995,2.522600707830442,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
cambridge,Cambridge.,9,2.82,0.450249108319361,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
1972,1972.,4,1.0,0.0,0.00010000000000000003,0.0,12
she,She,3,3732.8799999999997,3.572044028989929,0.0007610000137945621,0.0,12
2003,2003.,4,1.0,0.0,0.00010000000000000003,0.0,12
reverend,Reverend,8,18.88,1.2760019899620503,0.0001520474273679226,0.0,12
reform,reform.,6,3.61,0.5575072019056578,0.00010000000000000003,0.0,12
instrumental,instrumental,12,1.53,0.18469143081759884,0.00010000000000000003,0.0,12
following,Following,9,45.29000000000001,1.6560023206829573,0.0001333474344413432,0.0,12
freedom,Freedom.,7,33.10000000000001,1.5198279937757189,0.00010000000000000003,0.0,12
he,He,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.0,12
activist,activist.,8,0.9800000000000003,-0.00877392430750515,0.00010000000000000003,0.0,12
american,American,8,102.22000000000001,2.009535876619218,0.0007443148492790656,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
king,King,4,129.25,2.1114305517659804,0.00010000000000000003,0.0,12
alabama,Alabama.,7,4.57,0.6599162000698503,0.00010000000000000003,0.0,12
1953,"1953,",4,1.0,0.0,0.00010000000000000003,0.0,12
in,In,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.0,12
father,father.,6,554.4899999999999,2.743893718232734,0.00010000000000000003,0.0,12
parents,parents',7,140.73,2.148386687666821,0.00010000000000000003,0.0,12
the,The,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.0,12
1953,1953.,4,1.0,0.0,0.00010000000000000003,0.0,12
born,born.,4,83.69000000000001,1.922673567858554,0.00010000000000000002,0.0,10
on,On,2,6955.729999999998,3.8423427156846257,0.006051214611200264,0.0,10
1896,1896.,4,1.0,0.0,0.00010000000000000003,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0,0.0,11
1954,1954,4,1.0,0.0,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
actress,actress.,7,16.020000000000003,1.2046625117482186,0.0,0.0,11
rosemary,Rosemary,8,4.9399999999999995,0.693726948923647,0.0,0.0,11
neck,neck.,4,59.51,1.774589950264794,0.0,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0,0.0,11
friends,Friends.,7,305.44999999999993,2.4849401294680287,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
glory,Glory.,5,21.490000000000006,1.3322364154914434,0.0,0.0,11
played,played,6,56.26999999999999,1.7502769151539928,0.0,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0,0.0,11
regularly,regularly.,9,3.37,0.5276299008713387,0.0,0.0,11
appearances,appearances,11,3.0599999999999996,0.48572142648158,0.0,0.0,11
particular,"particular,",10,27.9,1.445604203273598,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
office,office.,6,203.90000000000006,2.3094172257781405,0.0,0.0,11
baldwin,"Baldwin,",7,1.0,0.0,0.0,0.0,11
christmas,Christmas.,9,122.43000000000005,2.087887849492933,0.0,0.0,11
clooneys,Clooney's,8,1.0,0.0,0.0,0.0,11
pastor,Pastor.,6,4.29,0.6324572921847241,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
records,Records.,7,40.51,1.607562243183588,0.0,0.0,11
shifting,shifting,8,1.75,0.24303804868629442,0.0,0.0,11
1964,1964,4,1.0,0.0,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
records,Records.,7,40.51,1.607562243183588,0.0,0.0,11
finally,"Finally,",7,117.43000000000005,2.0697790608815145,0.0,0.0,11
records,Records.,7,40.51,1.607562243183588,0.0,0.0,11
german,German.,6,31.839999999999996,1.5029730590656314,0.0,0.0,11
rosemary,Rosemary,8,4.9399999999999995,0.693726948923647,0.0,0.0,11
she,She,3,3732.88,3.572044028989929,0.0,0.0,11
singers,singers.,7,3.14,0.49692964807321494,0.0,0.0,11
sisters,sisters,7,27.35,1.4369573306694499,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
entertainers,entertainers.,12,0.7300000000000001,-0.1366771398795441,0.0,0.0,11
rosemary,"Rosemary,",8,4.9399999999999995,0.693726948923647,0.0,0.0,11
1997,1997).,4,1.0,0.0,0.0,0.0,11
2002,2002.,4,1.0,0.0,0.0,0.0,11
54,54.,2,1.0,0.0,0.0,0.0,11
records,Records.,7,40.51,1.607562243183588,0.0,0.0,11
disco,disco,5,5.759999999999999,0.760422483423212,0.0,0.0,11
politics,politics.,8,16.569999999999997,1.2193225084193366,0.0,0.0,11
there,There,5,4348.120000000001,3.6383015212971164,0.0,0.0,11
regime,regime.,6,2.3099999999999996,0.3636119798921444,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
ireland,Ireland.,7,0.43000000000000005,-0.3665315444204134,0.0,0.0,11
ford,Ford,4,11.510000000000003,1.0610753236297918,0.0,0.0,11
year,year.,4,277.92,2.443919801103024,0.0,0.0,11
these,These,5,904.0,2.956168430475363,0.0,0.0,11
engines,engines.,7,10.650000000000002,1.0273496077747564,0.0,0.0,11
combustion,combustion,10,1.25,0.09691001300805645,0.0,0.0,11
attention,attention,9,98.66999999999999,1.9941851282023177,0.0,0.0,11
in,In,2,9773.410000000002,3.990046118048168,0.0,0.0,11
cadillac,Cadillac.,8,5.730000000000001,0.7581546219673899,0.0,0.0,11
ford,Ford,4,11.510000000000003,1.0610753236297918,0.0,0.0,11
1901,1901.,4,1.0,0.0,0.0,0.0,11
during,During,6,75.91999999999999,1.880356199419236,0.0,0.0,11
company,Company.,7,147.20000000000002,2.16790781000148,0.0,0.0,11
this,This,4,7978.729999999997,3.901933768808625,0.0,0.0,11
ludecke,"Ludecke,",7,1.0,0.0,0.0,0.0,11
representative,representative,14,5.29,0.723455672035186,0.0,0.0,11
co,Co.,2,5.590000000000001,0.7474118078864233,0.0,0.0,11
when,When,4,2034.1,3.308372299806312,0.0,0.0,11
aviator,Aviator.,7,0.5499999999999999,-0.25963731050575606,0.0,0.0,11
baldwin,Baldwin,7,1.0,0.0,0.0,0.0,11
descent,descent.,7,2.59,0.41329976408125185,0.0,0.0,11
he,He,2,7637.199999999998,3.882934163885179,0.0,0.0,11
william,William.,7,32.40999999999999,1.5106790310322098,0.0,0.0,11
alexander,Alexander,9,9.510000000000002,0.9781805169374139,0.0,0.0,11
