word,original_word,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
the,the,3,29449.179999999997,4.4690732065447465,0.041614870872447536,0.75,12
to,to,2,22677.84,4.3556016868719265,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.2623589979159057,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0009030044202729127,0.75,12
his,his,3,2124.7799999999997,3.3273139698064678,0.00011959023253033651,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.0013124146461464886,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.09876214262302711,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.5335617854691941,0.75,12
june,June,4,18.860000000000003,1.2755416884013095,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.9589280623981918,0.75,12
was,was,3,5654.729999999999,3.752411873220891,0.0005773024273831257,0.75,12
born,(born,4,83.69000000000001,1.9226735678585538,0.00010000000000000003,0.75,12
9,"9,",1,1.0,0.0,0.00010000000000000003,0.75,12
25,"25,",2,1.0,0.0,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.8642499802477209,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.2297603995581058,0.75,12
his,his,3,2124.7799999999997,3.3273139698064678,0.016629237685538843,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.10867661894959409,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.011602167535146687,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.75,12
but,but,3,4417.47,3.645173608800489,0.00010000000000000003,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.07924405396231884,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.7111232261700068,0.75,12
union,Union,5,21.78,1.3380578754197565,0.0006775535274025863,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
jr,"Jr.,",2,8.900000000000002,0.9493900066449131,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.05964917271402658,0.75,12
knight,Knight,6,26.759999999999994,1.427486109095785,0.00010000000000000003,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.10700587580880037,0.75,12
as,as,2,2217.02,3.345769610954118,0.0005520123967132156,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.75,12
ii,"II,",2,1.1200000000000003,0.04921802267018165,0.00010000000000000003,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.13971056832914988,0.75,12
his,his,3,2124.7799999999997,3.3273139698064678,0.18088072481407155,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.28842598591821156,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.0013670411123934947,0.75,12
like,like,4,3998.9599999999996,3.6019470600809687,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.5640984370067513,0.75,12
a,A.,1,20415.269999999997,4.309955128012859,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.75,12
acre,acre,4,1.82,0.26007138798507473,0.00010000000000000003,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.9174565294688618,0.75,12
as,as,2,2217.02,3.345769610954118,0.3997671973092823,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.3108426918798063,0.75,12
with,with,4,5048.330000000001,3.7031477361914535,0.0004008533724894538,0.75,12
1990,"1990),",4,1.0,0.0,0.00010000000000000003,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.048937452143078486,0.75,12
1910,1910,4,1.0,0.0,0.00010000000000000003,0.75,12
september,(September,9,11.0,1.0413926851582251,0.00010000000000000003,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.04237277537727258,0.75,12
october,October,7,9.92,0.9965116721541788,0.00010000000000000003,0.75,12
unit,unit,4,36.18,1.5584685625237948,0.00010000000000000003,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.036496209459291384,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.06731400811897038,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
for,for,3,6895.100000000001,3.838540569153386,0.0021720383796367394,0.75,12
at,at,2,3217.099999999999,3.507464560676048,0.0005120081663808126,0.75,12
older,older,5,41.86000000000001,1.621799224002668,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.003254489746808475,0.75,12
23,"23,",2,1.0,0.0,0.00010000000000000003,0.75,12
ii,"II,",2,1.1200000000000003,0.04921802267018165,0.00010000000000000003,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0009207103892978722,0.75,12
an,an,2,1864.1399999999996,3.2704785254773365,0.003364123342030626,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.00010000000000000003,0.75,12
on,on,2,6955.729999999997,3.8423427156846253,0.00010000000000000003,0.75,12
at,at,2,3217.099999999999,3.507464560676048,0.26400873321191337,0.75,12
royal,"Royal,",5,23.240000000000006,1.3662361237182932,0.00010000000000000003,0.75,12
as,as,2,2217.02,3.345769610954118,0.3997671973092823,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.3108426918798063,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.1273136316330769,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.4361408692702528,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.05900968676403739,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.10263265255319111,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.22551602888188427,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.04196982423874058,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.001980286621013996,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5420297212648785,0.75,12
by,by,2,1340.4699999999998,3.1272570988259853,0.04128597506862795,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.03912962775915416,0.75,12
1939,1939,4,1.0,0.0,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.12661430122310297,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.9284953661915822,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0162031821500409,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.2298430482393162,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.19943616880962364,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.001255514167224371,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.03781415715972524,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.8170402101185955,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.03448134745283409,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.0020505616685902416,0.75,12
actor,actor,5,26.329999999999988,1.4204508591060685,0.00010000000000000003,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.1942902621120088,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
york,"York,",4,138.61000000000004,2.141794563523657,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.0761993741107956,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.014475229773514195,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0013810655839468083,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.05563607254857839,0.75,12
,-,0,1.0,0.0,0.0001103564974686978,0.75,12
7,"7,",1,1.0,0.0,0.00010000000000000003,0.75,12
was,was,3,5654.729999999999,3.752411873220891,0.005773024273831257,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.0010332127075506836,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.75,12
was,was,3,5654.729999999999,3.752411873220891,0.005773024273831257,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
all,all,3,5161.86,3.7128062214298585,0.00017472460455765637,0.75,12
at,at,2,3217.099999999999,3.507464560676048,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.0984298914367956,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.8208217955942443,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.024218667151504697,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.011231497826575633,0.75,12
1901,1901,4,1.0,0.0,0.00010000000000000003,0.75,12
december,December,8,7.5900000000000025,0.8802417758954805,0.00010000000000000003,0.75,12
film,film,4,65.25,1.814580516010319,0.00010000000000000003,0.75,12
is,is,2,9013.0,3.954869371066479,0.042460240909941056,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.3598567652782992,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
efforts,efforts,7,7.349999999999999,0.8662873390841951,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.15099378325064255,0.75,12
for,for,3,6895.100000000001,3.838540569153386,0.0007305132938277148,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5564686617713823,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0020420279737492185,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.06031935124966844,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.0027167768651438317,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0055914827674734295,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5177710446541973,0.75,12
as,as,2,2217.02,3.345769610954118,0.0004348869451172551,0.75,12
as,as,2,2217.02,3.345769610954118,0.7749965094975498,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.03727739451034329,0.75,12
still,still,5,788.7299999999999,2.8969283598911617,0.00010000000000000003,0.75,12
yale,Yale,4,14.389999999999995,1.1580607939366054,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.3871084349841328,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.0013670411123934947,0.75,12
bones,Bones,5,30.61000000000001,1.4858633295973347,0.00010000000000000003,0.75,12
that,that,4,14111.31,4.14956733263194,0.006076504641870176,0.75,12
e,E.,1,1.0,0.0,0.00010000000000000003,0.75,12
h,H.,1,1.0,0.0,0.0001011601226796397,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.06872344291017903,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.015498190613260252,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.1741361991466601,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.0028009152232190073,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.4974792320696395,0.75,12
states,States,6,54.100000000000016,1.7331972651065695,0.8561828982886445,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.029065702629241668,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.5335617854691941,0.75,12
is,is,2,9013.0,3.954869371066479,0.00047573996330646436,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.990205056166859,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0013810655839468083,0.75,12
at,at,2,3217.099999999999,3.507464560676048,0.0007775239325627966,0.75,12
born,(born,4,83.69000000000001,1.9226735678585538,0.00010000000000000003,0.75,12
she,she,3,3732.8799999999997,3.572044028989929,0.02379952208212237,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02132147307531371,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.06135882565334682,0.75,12
her,her,3,2835.82,3.4526786611063547,0.00010000000000000003,0.75,12
king,King,4,129.25,2.1114305517659804,0.00010000000000000003,0.75,12
the,The,3,29449.179999999997,4.4690732065447465,0.007431991683206198,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.3871084349841328,0.75,12
film,film,4,65.25,1.814580516010319,0.00010000000000000003,0.75,12
also,also,4,206.42999999999998,2.314772812566055,0.00929011204275078,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.17456529468861962,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.035459005276200516,0.75,12
to,to,2,22677.84,4.3556016868719265,0.16913618675908196,0.75,12
the,The,3,29449.179999999997,4.4690732065447465,0.168073038730884,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.05493309308899005,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.2571347463707561,0.75,12
his,his,3,2124.7799999999997,3.3273139698064678,0.0017159340918895918,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.9257134746370758,0.75,12
1870,1870,4,1.0,0.0,0.00010000000000000003,0.75,12
march,March,5,24.02,1.3805730030668872,0.00010000000000000003,0.75,12
was,was,3,5654.729999999999,3.752411873220891,0.005773024273831257,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.03890033027598232,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.18743199168320615,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.3734103309180386,0.75,12
von,von,3,10.86,1.035829825252828,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.03300438986533942,0.75,12
john,John,4,193.67000000000004,2.287062352554394,0.0005894453857616761,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.09205612269834242,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.005777440336940747,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.017382613587677228,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.035459005276200516,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0014366849596019332,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.6810817559242203,0.75,12
luther,Luther,6,11.980000000000002,1.0784568180532923,0.03518584936780884,0.75,12
jr,Jr.,2,8.900000000000002,0.9493900066449131,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.12877956684913403,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.01745652946886197,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.005292513691102966,0.75,12
to,to,2,22677.84,4.3556016868719265,0.03239232523110818,0.75,12
then,then,4,1489.53,3.1730492545824505,0.0003747522726541197,0.75,12
to,to,2,22677.84,4.3556016868719265,0.02225199183624672,0.75,12
from,from,4,2039.0600000000002,3.309430005221756,0.9354867662076701,0.75,12
1,[1],1,1.0,0.0,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.10545040430776471,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.23579758152063726,0.75,12
artist,"artist,",6,28.63,1.4568213480215986,0.00010000000000000003,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.1379036418803057,0.75,12
until,until,5,302.4700000000001,2.480682306325487,0.00010000000000000003,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.00038106098575941367,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.015498190613260252,0.75,12
genre,genre,5,1.0600000000000003,0.02530586526477026,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.6435984050449094,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0009391245970838297,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
away,away,4,730.8999999999997,2.863857961883973,0.013500139592490365,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.004351479313521277,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.01689606732887965,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.030778962456362895,0.75,12
charles,Charles,7,51.100000000000016,1.7084209001347122,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.01060915016504034,0.75,12
on,on,2,6955.729999999997,3.8423427156846253,0.006087573210458621,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.001035799187960106,0.75,12
pronounced,(pronounced,10,2.98,0.4742162640762552,0.00010000000000000003,0.75,12
for,for,3,6895.100000000001,3.838540569153386,0.5903557847496518,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.007431991683206198,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.02530872996531434,0.75,12
missed,missed,6,89.56999999999998,1.9521625742144624,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5671180168393498,0.75,12
go,go,2,3793.0400000000004,3.5789874226362675,0.00925047316404662,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.12465386782732495,0.75,12
to,to,2,22677.84,4.3556016868719265,0.0011925399007711162,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.0019818187670420317,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.17856124796384074,0.75,12
by,by,2,1340.4699999999998,3.1272570988259853,0.000518215719363427,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.6777093929950172,0.75,12
most,most,4,350.76000000000005,2.5450100614050615,0.00044832327096658493,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
f,F.,1,1.0,0.0,0.00010000000000000003,0.75,12
as,as,2,2217.02,3.345769610954118,0.002103166310769282,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.004013565441499723,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.013810655839468082,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.07815042704112941,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.015285149553229791,0.75,12
by,by,2,1340.4699999999998,3.1272570988259853,0.00043184643280285573,0.75,12
wife,"wife,",4,348.92,2.5427258638037915,0.00010000000000000003,0.75,12
julia,Julia,5,1.0,0.0,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5755475074034597,0.75,12
most,most,4,350.76000000000005,2.5450100614050615,0.00853115357888612,0.75,12
to,to,2,22677.84,4.3556016868719265,0.9940983984603465,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.03890033027598232,0.75,12
who,who,3,2222.9399999999996,3.346927740692434,0.001487513622130156,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.75,12
from,from,4,2039.0600000000002,3.309430005221756,0.00010000000000000003,0.75,12
state,State,5,107.83999999999999,2.0327798791912453,0.305702197079961,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.005292513691102966,0.75,12
he,he,2,7637.199999999998,3.8829341638851793,0.2132893221363066,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.91739827868945,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.23579758152063726,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.12926460532115389,0.75,12
was,was,3,5654.729999999999,3.752411873220891,0.07293297682053734,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.7639547276439874,0.75,12
as,as,2,2217.02,3.345769610954118,0.12290926672329493,0.75,12
see,(see,3,2556.73,3.4076848673687645,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.09012825794770306,0.75,12
as,as,2,2217.02,3.345769610954118,0.9102994744997838,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.9015498190613264,0.75,12
to,to,2,22677.84,4.3556016868719265,0.01192539900771116,0.75,12
phi,Phi,3,0.9000000000000002,-0.04575749056067512,0.00010000000000000003,0.75,12
to,to,2,22677.84,4.3556016868719265,0.9614377765618124,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.009704474496153614,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.05416248709279348,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.03552430184784977,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.0837936840221103,0.75,12
to,to,2,22677.84,4.3556016868719265,0.0009173383852085509,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.07332957814696116,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.01745652946886197,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.2971209338047407,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.9124653867827326,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.1784220175593143,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.10262237159193921,0.75,12
and,and,3,13387.839999999998,4.126710513400981,0.02050561668590242,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.22483095353130014,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.04629314121641571,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.000933152421585681,0.75,12
de,de,2,42.37,1.6270584640009889,0.00020002115166201483,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.09432929447744003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.5199871198426259,0.75,12
to,to,2,22677.84,4.3556016868719265,0.15401764876143406,0.75,12
an,an,2,1864.1399999999996,3.2704785254773365,0.005801550497148454,0.75,12
a,a,1,20415.269999999997,4.309955128012859,0.13030711656353586,0.75,12
on,on,2,6955.729999999997,3.8423427156846253,0.32242392937592884,0.75,12
said,said,4,1108.4500000000003,3.044716107722188,0.00010000000000000003,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.0012429590255521275,0.75,12
how,how,3,3056.2200000000007,3.485184613433453,0.00010000000000000003,0.75,12
the,the,3,29449.179999999997,4.4690732065447465,0.017621993598802597,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.18154981906132603,0.75,12
tanks,Tanks,5,9.92,0.9965116721541788,0.00010000000000000003,0.75,12
of,of,2,11577.240000000003,4.063605036452091,0.9091188430585343,0.75,12
in,in,2,9773.410000000002,3.990046118048168,0.16582112270736812,0.7272727272727273,11
his,his,3,2124.7799999999997,3.3273139698064678,0.0028991571522505827,0.7272727272727273,11
of,of,2,11577.240000000003,4.063605036452091,0.0,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.15607907052623185,0.7272727272727273,11
by,by,2,1340.4699999999998,3.1272570988259853,0.0,0.7272727272727273,11
28,"28,",2,1.0,0.0,0.00010000000000000003,0.7272727272727273,11
of,of,2,11577.240000000003,4.063605036452091,0.0,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.05171543120211907,0.7272727272727273,11
and,and,3,13387.839999999998,4.126710513400981,0.0,0.7272727272727273,11
uk,UK),2,1.0,0.0,0.00010000000000000003,0.7272727272727273,11
england,"England,",7,35.220000000000006,1.546789351631258,0.00010000000000000003,0.7272727272727273,11
hampstead,"Hampstead,",9,1.0,0.0,0.00010000000000000003,0.7272727272727273,11
of,of,2,11577.240000000003,4.063605036452091,0.12446217732219961,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.0,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.0,0.7272727272727273,11
iii,III,3,0.039999999999999994,-1.3979400086720375,0.00010000000000000003,0.7272727272727273,11
and,and,3,13387.839999999998,4.126710513400981,0.0,0.7272727272727273,11
of,of,2,11577.240000000003,4.063605036452091,0.24028625945955137,0.7272727272727273,11
on,on,2,6955.729999999997,3.8423427156846257,0.0006051214611200267,0.7272727272727273,11
basis,basis,5,11.94,1.0770043267933502,0.023081891494320602,0.7272727272727273,11
by,by,2,1340.4699999999998,3.1272570988259853,0.00010000000000000003,0.7272727272727273,11
to,to,2,22677.84,4.3556016868719265,0.016913618675908206,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.03890033027598232,0.7272727272727273,11
they,they,4,4102.9400000000005,3.61309516603846,0.0,0.7272727272727273,11
29,"29,",2,1.0,0.0,0.0,0.7272727272727273,11
,&,0,1.0,0.0,0.0,0.7272727272727273,11
to,to,2,22677.84,4.3556016868719265,0.0,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.06872344291017903,0.7272727272727273,11
of,of,2,11577.240000000003,4.063605036452091,0.9091188430585343,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.005108765718423529,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.6810817559242203,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.009546766640493934,0.7272727272727273,11
and,and,3,13387.839999999998,4.126710513400981,0.0,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.1863150388973809,0.7272727272727273,11
is,is,2,9013.0,3.954869371066479,0.0063431995107528635,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.0009864754171048631,0.7272727272727273,11
is,is,2,9013.0,3.954869371066479,0.0,0.7272727272727273,11
ferrer,Ferrer,6,0.14000000000000004,-0.8538719643217619,0.00010000000000000003,0.7272727272727273,11
as,as,2,2217.02,3.3457696109541177,0.0,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.1436636035240122,0.7272727272727273,11
the,The,3,29449.179999999997,4.4690732065447465,0.1391164997438081,0.7272727272727273,11
to,to,2,22677.84,4.3556016868719265,0.0,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.0,0.7272727272727273,11
was,was,3,5654.729999999999,3.7524118732208906,0.45057730242738325,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.47572783558721154,0.7272727272727273,11
life,Life,4,796.6499999999997,2.901267560474818,0.00010000000000000003,0.7272727272727273,11
york,York,4,138.61000000000004,2.141794563523657,0.0,0.7272727272727273,11
on,on,2,6955.729999999997,3.8423427156846257,0.006051214611200264,0.7272727272727273,11
the,the,3,29449.179999999997,4.4690732065447465,0.2798399585894477,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.0,0.7272727272727273,11
in,In,2,9773.410000000002,3.990046118048168,0.07332957814696116,0.7272727272727273,11
bush,Bush,4,14.120000000000003,1.149834696715785,0.00010000000000000003,0.7272727272727273,11
w,W.,1,1.0,0.0,0.0013246157335366634,0.7272727272727273,11
federal,federal,7,23.0,1.3617278360175928,0.0010095609498336849,0.7272727272727273,11
and,and,3,13387.839999999998,4.126710513400981,0.0,0.7272727272727273,11
a,a,1,20415.269999999997,4.309955128012859,0.03890033027598232,0.7272727272727273,11
columnist,columnist,9,1.0,0.0,0.0,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.0,0.7272727272727273,11
his,his,3,2124.7799999999997,3.3273139698064678,0.0017802929925514162,0.7272727272727273,11
was,was,3,5654.729999999999,3.7524118732208906,0.0005773024273831255,0.7272727272727273,11
ford,Ford,4,11.510000000000003,1.0610753236297918,0.0,0.7272727272727273,11
15,"15,",2,1.0,0.0,0.00010000000000000003,0.7272727272727273,11
who,who,3,2222.9399999999996,3.3469277406924336,0.0,0.7272727272727273,11
island,"Island,",6,39.57,1.597366050266028,0.0,0.7272727272727273,11
born,(born,4,83.69000000000001,1.922673567858554,0.0,0.7272727272727273,11
long,Long,4,675.16,2.8294067045093887,0.0,0.7272727272727273,11
in,in,2,9773.410000000002,3.990046118048168,0.0001227613852397163,0.7272727272727273,11
