rho,w,coverage_factor,time_condition,total_time,saccade_amplitude_mean_px,saccade_amplitude_std_px,saccade_amplitude_sem_px,n_episodes,n_saccades_total
0.25,0.68,1.4,90s,90,167.50281756443707,16.37266326870572,5.457554422901906,9,2487
0.25,0.68,1.5,30s,30,158.49879566314084,12.28441694501444,4.094805648338147,9,915
0.25,0.68,1.5,60s,60,156.7684680244944,13.410049638749443,4.4700165462498145,9,1708
0.25,0.68,1.5,90s,90,169.3706576142469,17.413040713829158,5.804346904609719,9,2505
0.25,0.68,1.6,30s,30,157.39608739718125,11.012783563900276,3.6709278546334256,9,953
0.25,0.68,1.6,60s,60,155.86338206966718,11.769586426999513,3.9231954756665046,9,1675
0.25,0.68,1.6,90s,90,166.97592206874018,16.826570000555602,5.608856666851867,9,2427
0.25,0.68,1.7,30s,30,158.768417185697,9.700175092063649,3.23339169735455,9,942
0.25,0.68,1.7,60s,60,155.68087848792212,11.216029338288148,3.7386764460960493,9,1749
0.25,0.68,1.7,90s,90,167.33955215099328,18.25829689615195,6.086098965383983,9,2471
0.25,0.68,1.8,30s,30,158.34657136370345,8.248777102490505,2.749592367496835,9,930
0.25,0.68,1.8,60s,60,157.9180792957778,14.20479439999031,4.734931466663437,9,1740
0.25,0.68,1.8,90s,90,166.8564666853238,18.353246515327925,6.117748838442641,9,2418
0.25,0.68,1.9,30s,30,157.29174072056745,7.094891298210911,2.3649637660703036,9,911
0.25,0.68,1.9,60s,60,155.92265126535239,11.808187511524471,3.9360625038414905,9,1705
0.25,0.68,1.9,90s,90,164.72405024964752,17.158185372702143,5.7193951242340475,9,2390
0.25,0.68,2.0,30s,30,155.00032898831302,6.745560390347075,2.2485201301156916,9,933
0.25,0.68,2.0,60s,60,156.21260422707266,12.295528426882024,4.098509475627341,9,1739
0.25,0.68,2.0,90s,90,164.9632103444045,15.645794845945835,5.215264948648612,9,2431
0.25,0.69,1.0,30s,30,161.91623234452766,16.09719478865354,5.365731596217846,9,931
0.25,0.69,1.0,60s,60,160.81996627319,9.59706033091168,3.199020110303893,9,1726
0.25,0.69,1.0,90s,90,169.19260449009815,16.861017423334435,5.6203391411114785,9,2456
0.25,0.69,1.1,30s,30,161.4219556343032,13.889434178933284,4.629811392977762,9,930
0.25,0.69,1.1,60s,60,159.27971340807755,8.9804660588802,2.9934886862934,9,1692
0.25,0.69,1.1,90s,90,168.53098585343483,14.550670498810495,4.850223499603499,9,2482
0.25,0.69,1.2,30s,30,162.88236510892548,13.498822292636897,4.4996074308789655,9,892
0.25,0.69,1.2,60s,60,159.5466966581929,9.715463532398319,3.238487844132773,9,1746
0.25,0.69,1.2,90s,90,171.09064535688856,22.671124071079557,7.557041357026519,9,2461
0.25,0.69,1.3,30s,30,162.3458036739226,12.098504005416915,4.032834668472305,9,960
0.25,0.69,1.3,60s,60,158.4022048280948,9.519590163377362,3.1731967211257874,9,1688
0.25,0.69,1.3,90s,90,168.94926499808278,16.93396559823947,5.644655199413157,9,2447
0.25,0.69,1.4,30s,30,160.44952198466927,13.559744764996818,4.519914921665606,9,926
0.25,0.69,1.4,60s,60,157.8139377709498,10.336464314962694,3.4454881049875645,9,1729
0.25,0.69,1.4,90s,90,169.7313215054263,19.291701055418763,6.430567018472921,9,2439
0.25,0.69,1.5,30s,30,161.5989633059457,12.158371737489134,4.0527905791630445,9,919
0.25,0.69,1.5,60s,60,157.39388339741112,11.131839215012194,3.7106130716707315,9,1674
0.25,0.69,1.5,90s,90,168.1010757128705,14.979992839262787,4.993330946420929,9,2504
0.25,0.69,1.6,30s,30,160.40351098519946,10.727340080394036,3.575780026798012,9,898
0.25,0.69,1.6,60s,60,159.15790920177818,12.167817590459137,4.055939196819712,9,1751
0.25,0.69,1.6,90s,90,168.4392777194119,17.454438382904318,5.818146127634773,9,2431
0.25,0.69,1.7,30s,30,159.54540985420897,10.006609269156158,3.335536423052053,9,886
0.25,0.69,1.7,60s,60,158.3352881375583,12.50655517647383,4.168851725491277,9,1724
0.25,0.69,1.7,90s,90,167.69950409808723,16.933766167165057,5.644588722388352,9,2454
0.25,0.69,1.8,30s,30,159.3294308896476,9.421274876703825,3.1404249589012747,9,981
0.25,0.69,1.8,60s,60,158.60862293659446,11.609645308331318,3.8698817694437726,9,1751
0.25,0.69,1.8,90s,90,168.32691837475343,18.342694266833462,6.114231422277821,9,2443
0.25,0.69,1.9,30s,30,159.88645466740599,8.479908942631257,2.8266363142104187,9,938
0.25,0.69,1.9,60s,60,158.77984400336067,11.02355509653776,3.6745183655125864,9,1728
0.25,0.69,1.9,90s,90,165.53436993429705,15.913065470000777,5.304355156666926,9,2471
0.25,0.69,2.0,30s,30,156.5546772605935,7.110561926477472,2.370187308825824,9,925
0.25,0.69,2.0,60s,60,157.53581743708497,13.042600876969157,4.347533625656386,9,1687
0.25,0.69,2.0,90s,90,164.5377962644144,14.591627288663005,4.863875762887669,9,2450
0.25,0.7,0.0,30s,30,165.5619129282237,28.809165423506,9.603055141168666,9,924
0.25,0.7,0.0,60s,60,157.41085259993454,17.933363658547876,5.977787886182625,9,1632
0.25,0.7,0.0,90s,90,165.64460352118036,17.066353926300394,5.688784642100131,9,2384
0.25,0.7,0.5,30s,30,166.48274742731903,17.098216119081727,5.6994053730272425,9,904
0.25,0.7,0.5,60s,60,163.76412922335064,11.255635783565683,3.7518785945218944,9,1727
0.25,0.7,0.5,90s,90,169.00737243886863,15.749606407429548,5.249868802476516,9,2467
0.25,0.7,1.0,30s,30,165.12595455387927,15.34858257680268,5.11619419226756,9,941
0.25,0.7,1.0,60s,60,160.30913347153918,10.35023818958032,3.4500793965267733,9,1661
0.25,0.7,1.0,90s,90,170.63878812154772,14.733435945873003,4.911145315291001,9,2406
0.25,0.7,1.1,30s,30,162.2200270170839,13.844233690423541,4.614744563474514,9,944
0.25,0.7,1.1,60s,60,160.85932529951,10.328894889230037,3.442964963076679,9,1674
0.25,0.7,1.1,90s,90,171.7026634137688,15.368101569203708,5.122700523067903,9,2502
0.25,0.7,1.2,30s,30,164.63146112439307,16.141995821398655,5.3806652737995515,9,941
0.25,0.7,1.2,60s,60,161.8250655325697,12.828395980228214,4.276131993409405,9,1687
0.25,0.7,1.2,90s,90,173.99570680181944,18.283905167613273,6.094635055871091,9,2460
0.25,0.7,1.3,30s,30,163.77828269966616,12.320076092585339,4.10669203086178,9,947
0.25,0.7,1.3,60s,60,159.56092749021425,12.429158899307739,4.143052966435913,9,1723
0.25,0.7,1.3,90s,90,170.87908866077265,15.180713514675611,5.060237838225204,9,2409
0.25,0.7,1.4,30s,30,166.44153344090373,15.372315298456622,5.124105099485541,9,906
0.25,0.7,1.4,60s,60,158.738224599758,11.17838611548336,3.72612870516112,9,1716
0.25,0.7,1.4,90s,90,173.57990514398796,18.469250330080747,6.1564167766935824,9,2488
0.25,0.7,1.5,30s,30,163.9169397212098,13.74039363545689,4.580131211818963,9,933
0.25,0.7,1.5,60s,60,158.26895763329918,11.66414885341729,3.888049617805763,9,1642
0.25,0.7,1.5,90s,90,171.37797163969435,16.060444440544174,5.353481480181391,9,2432
0.25,0.7,1.6,30s,30,161.6796244317187,11.68806059169845,3.896020197232817,9,912
0.25,0.7,1.6,60s,60,159.27435059131506,12.145854271960147,4.048618090653382,9,1712
0.25,0.7,1.6,90s,90,170.68572120317197,16.495645311787907,5.498548437262635,9,2481
0.25,0.7,1.7,30s,30,161.56304373611474,8.114480817258544,2.7048269390861814,9,899
0.25,0.7,1.7,60s,60,160.20312238445723,13.054680982716999,4.351560327572333,9,1710
0.25,0.7,1.7,90s,90,171.9334798713915,18.58576157998142,6.195253859993806,9,2442
0.25,0.7,1.8,30s,30,160.83117371605536,10.38474936262692,3.46158312087564,9,934
0.25,0.7,1.8,60s,60,158.40795427903333,12.60715404794335,4.202384682647783,9,1699
0.25,0.7,1.8,90s,90,171.19138381888942,16.94669987327404,5.648899957758013,9,2482
0.25,0.7,1.9,30s,30,157.66599097367822,8.205099841077836,2.7350332803592785,9,921
0.25,0.7,1.9,60s,60,158.84813637622378,12.443907612497343,4.147969204165781,9,1719
0.25,0.7,1.9,90s,90,170.10414218557096,15.505669469233412,5.1685564897444705,9,2472
0.25,0.7,2.0,30s,30,158.87823985360626,8.997671532098272,2.999223844032757,9,906
0.25,0.7,2.0,60s,60,157.01522352337668,12.861504799536037,4.287168266512013,9,1649
0.25,0.7,2.0,90s,90,167.95361833296914,16.50532607564112,5.5017753585470395,9,2413
0.25,0.7,2.5,30s,30,157.16223276774838,6.128629293215753,2.042876431071918,9,909
0.25,0.7,2.5,60s,60,158.92738620699265,12.14112706439106,4.0470423547970205,9,1722
0.25,0.7,2.5,90s,90,165.7217083982334,18.313354430336656,6.104451476778885,9,2514
0.25,0.7,3.0,30s,30,158.02868322983784,7.792939778875665,2.597646592958555,9,907
0.25,0.7,3.0,60s,60,156.73866555087753,12.339476745102456,4.113158915034152,9,1742
0.25,0.7,3.0,90s,90,160.11426948775008,13.546516000652424,4.515505333550808,9,2442
0.25,0.71,1.0,30s,30,165.39063443762012,12.036596445231861,4.012198815077287,9,947
0.25,0.71,1.0,60s,60,161.91892343057054,9.754104613046168,3.2513682043487226,9,1752
0.25,0.71,1.0,90s,90,173.66420756994972,16.19803868459794,5.399346228199313,9,2420
0.25,0.71,1.1,30s,30,167.6500933860192,16.44490952107704,5.48163650702568,9,929
0.25,0.71,1.1,60s,60,161.29012032047208,8.552281111471942,2.8507603704906472,9,1690
0.25,0.71,1.1,90s,90,172.38953128980611,17.055145489322342,5.685048496440781,9,2376
0.25,0.71,1.2,30s,30,166.79862894251565,16.252555847178346,5.417518615726116,9,879
0.25,0.71,1.2,60s,60,162.19101834774122,10.966023698647739,3.6553412328825794,9,1637
0.25,0.71,1.2,90s,90,173.4762665774259,16.02204918960868,5.340683063202893,9,2467
0.25,0.71,1.3,30s,30,163.27439294488738,15.936677947403512,5.3122259824678375,9,915
0.25,0.71,1.3,60s,60,161.24427921604462,12.52024890205257,4.17341630068419,9,1735
0.25,0.71,1.3,90s,90,173.65004759452643,18.430195321983287,6.1433984406610955,9,2369
0.25,0.71,1.4,30s,30,166.44075612525694,13.395561509379274,4.465187169793091,9,937
0.25,0.71,1.4,60s,60,159.75835659391254,12.15042053835219,4.05014017945073,9,1678
0.25,0.71,1.4,90s,90,172.524742496954,14.450447406633348,4.816815802211116,9,2419
0.25,0.71,1.5,30s,30,166.4477140669322,12.341910547965421,4.11397018265514,9,897
0.25,0.71,1.5,60s,60,159.74860945447986,10.646241700183424,3.5487472333944745,9,1668
0.25,0.71,1.5,90s,90,173.03614096985734,16.331117830735963,5.443705943578654,9,2465
0.25,0.71,1.6,30s,30,163.6092279621613,10.516277503267622,3.5054258344225406,9,893
0.25,0.71,1.6,60s,60,159.85043529455703,11.187478383629795,3.7291594612099317,9,1681
0.25,0.71,1.6,90s,90,172.78519374895927,16.45048534078209,5.483495113594031,9,2418
0.25,0.71,1.7,30s,30,163.1750297750013,10.203619193665942,3.401206397888647,9,878
0.25,0.71,1.7,60s,60,160.69205019668502,11.8578964597887,3.9526321532629,9,1727
0.25,0.71,1.7,90s,90,171.7838808218447,17.591621272324833,5.863873757441611,9,2440
0.25,0.71,1.8,30s,30,165.25250345963084,10.120378425220494,3.373459475073498,9,918
0.25,0.71,1.8,60s,60,159.77210242207954,11.94580551658434,3.9819351721947798,9,1725
0.25,0.71,1.8,90s,90,171.8268838208722,16.797728298293315,5.599242766097771,9,2407
0.25,0.71,1.9,30s,30,161.10869297676516,8.93669242839077,2.978897476130257,9,913
0.25,0.71,1.9,60s,60,162.21003552205823,13.882534110578812,4.627511370192937,9,1716
0.25,0.71,1.9,90s,90,169.4885756878946,14.95953821252088,4.98651273750696,9,2478
0.25,0.71,2.0,30s,30,162.10223412828645,10.545757628155457,3.5152525427184855,9,917
0.25,0.71,2.0,60s,60,159.1831055815083,12.533147471123486,4.177715823707829,9,1642
0.25,0.71,2.0,90s,90,169.36809457654067,16.05664545025918,5.352215150086393,9,2401
0.25,0.72,1.0,30s,30,166.9919147023062,16.651425114944942,5.550475038314981,9,924
0.25,0.72,1.0,60s,60,166.2821932285514,6.66066741495704,2.2202224716523467,9,1712
0.25,0.72,1.0,90s,90,174.98178361831089,18.422029332229638,6.140676444076546,9,2404
0.25,0.72,1.1,30s,30,168.09859782635306,13.135068415436933,4.378356138478978,9,881
0.25,0.72,1.1,60s,60,163.12340294349133,9.05384508680249,3.0179483622674965,9,1687
0.25,0.72,1.1,90s,90,174.13050237287757,18.449571871249585,6.149857290416528,9,2421
0.25,0.72,1.2,30s,30,166.22466022619662,14.664979314900119,4.88832643830004,9,928
0.25,0.72,1.2,60s,60,164.06807820902722,8.323919813118284,2.7746399377060946,9,1693
0.25,0.72,1.2,90s,90,176.1642298818674,19.091082903008054,6.363694301002685,9,2452
0.25,0.72,1.3,30s,30,162.88974643301734,15.60118165067462,5.200393883558207,9,952
0.25,0.72,1.3,60s,60,163.5933209048186,11.664335825080416,3.888111941693472,9,1715
0.25,0.72,1.3,90s,90,176.15418432685965,19.206558133586142,6.402186044528714,9,2457
0.25,0.72,1.4,30s,30,165.33616849574136,12.852195439873483,4.284065146624495,9,933
0.25,0.72,1.4,60s,60,162.58347481833815,11.741042159543394,3.913680719847798,9,1729
0.25,0.72,1.4,90s,90,172.45710652179994,15.412532658341656,5.137510886113885,9,2402
0.25,0.72,1.5,30s,30,166.35797680079733,15.861663691224713,5.287221230408238,9,933
0.25,0.72,1.5,60s,60,162.50295507580594,10.159109003904678,3.3863696679682262,9,1669
0.25,0.72,1.5,90s,90,175.6162629564024,19.086134543567987,6.362044847855995,9,2419
0.25,0.72,1.6,30s,30,164.88477782604784,11.872875026825819,3.9576250089419394,9,909
0.25,0.72,1.6,60s,60,162.54272203833796,10.976243438570672,3.6587478128568907,9,1697
0.25,0.72,1.6,90s,90,173.4199825838167,16.77688729469034,5.59229576489678,9,2443
0.25,0.72,1.7,30s,30,164.26361306440674,12.335549137432027,4.111849712477342,9,909
0.25,0.72,1.7,60s,60,163.37941093958574,10.694790865594609,3.5649302885315364,9,1702
0.25,0.72,1.7,90s,90,172.96071037694935,17.001077916124785,5.667025972041595,9,2424
0.25,0.72,1.8,30s,30,163.2401211444016,10.49631092215168,3.4987703073838934,9,846
0.25,0.72,1.8,60s,60,162.2431686721742,11.560132637583399,3.853377545861133,9,1784
0.25,0.72,1.8,90s,90,173.7338808125414,18.75155911064007,6.25051970354669,9,2410
0.25,0.72,1.9,30s,30,160.69999139017222,10.341828512874034,3.4472761709580113,9,929
0.25,0.72,1.9,60s,60,160.7269056058979,11.627529839452931,3.875843279817644,9,1691
0.25,0.72,1.9,90s,90,169.87765672228159,15.498727488832028,5.166242496277342,9,2380
0.25,0.72,2.0,30s,30,163.12617913329075,9.6311480491016,3.210382683033867,9,949
0.25,0.72,2.0,60s,60,161.87449494922208,10.944740911088799,3.648246970362933,9,1717
0.25,0.72,2.0,90s,90,169.18941389040836,16.200749929705154,5.400249976568385,9,2490
0.25,0.73,1.0,30s,30,165.57313098639756,13.249999727681903,4.416666575893967,9,936
0.25,0.73,1.0,60s,60,166.03984454865056,9.539325905307768,3.179775301769256,9,1636
0.25,0.73,1.0,90s,90,176.1016104261635,17.205859270227446,5.735286423409149,9,2437
0.25,0.73,1.1,30s,30,167.75592142600493,13.793341631246175,4.597780543748725,9,949
0.25,0.73,1.1,60s,60,166.28317416633848,9.47559668361562,3.1585322278718735,9,1683
0.25,0.73,1.1,90s,90,177.63305991382333,16.354993692897608,5.451664564299203,9,2402
0.25,0.73,1.2,30s,30,164.36286977258285,13.00055874531324,4.33351958177108,9,924
0.25,0.73,1.2,60s,60,163.97262351760457,11.736878423370705,3.912292807790235,9,1722
0.25,0.73,1.2,90s,90,178.98727287852583,19.003438800399447,6.334479600133149,9,2417
0.25,0.73,1.3,30s,30,167.10932833209915,12.872021067321985,4.2906736891073285,9,902
0.25,0.73,1.3,60s,60,165.64210541086734,10.77003924929802,3.5900130830993398,9,1692
0.25,0.73,1.3,90s,90,179.13553505691243,20.084168599328354,6.694722866442785,9,2409
0.25,0.73,1.4,30s,30,169.06257965128336,12.92810139585078,4.3093671319502596,9,928
0.25,0.73,1.4,60s,60,163.74852116882226,13.238575664319178,4.412858554773059,9,1719
0.25,0.73,1.4,90s,90,177.77815308250803,20.45578577234692,6.818595257448973,9,2422
0.25,0.73,1.5,30s,30,166.27879225462812,11.996156254577203,3.9987187515257343,9,877
0.25,0.73,1.5,60s,60,164.94809451662707,12.589280034617405,4.1964266782058015,9,1731
0.25,0.73,1.5,90s,90,178.35197121146916,21.017404304184062,7.005801434728021,9,2454
0.25,0.73,1.6,30s,30,166.8669607337925,14.60525619931815,4.86841873310605,9,901
0.25,0.73,1.6,60s,60,164.6170955485003,12.114233625011812,4.038077875003937,9,1708
0.25,0.73,1.6,90s,90,178.0347478081611,18.899764461353445,6.299921487117815,9,2444
0.25,0.73,1.7,30s,30,164.62071652799762,11.031781015846553,3.677260338615518,9,905
0.25,0.73,1.7,60s,60,166.00175898015905,12.639302551473625,4.213100850491208,9,1729
0.25,0.73,1.7,90s,90,174.28500319676985,14.808263162723478,4.9360877209078255,9,2371
0.25,0.73,1.8,30s,30,164.11343415807826,11.300267022997282,3.7667556743324275,9,879
0.25,0.73,1.8,60s,60,165.39130072631917,13.63541704904168,4.5451390163472265,9,1702
0.25,0.73,1.8,90s,90,175.74126327552437,19.462867288733435,6.4876224295778115,9,2450
0.25,0.73,1.9,30s,30,162.31272690768972,11.1972328899878,3.732410963329267,9,901
0.25,0.73,1.9,60s,60,163.29582393152754,12.153446900442123,4.051148966814041,9,1680
0.25,0.73,1.9,90s,90,174.23504628137414,15.932646271504423,5.310882090501474,9,2462
0.25,0.73,2.0,30s,30,164.1303330111635,12.125850520206338,4.041950173402113,9,918
0.25,0.73,2.0,60s,60,164.448944079507,12.474536523457182,4.158178841152394,9,1710
0.25,0.73,2.0,90s,90,175.0003241677215,17.22696955705895,5.742323185686317,9,2392
0.25,0.74,1.0,30s,30,168.50796691960218,12.65980719319519,4.219935731065063,9,951
0.25,0.74,1.0,60s,60,168.8322384737958,11.082049464145085,3.6940164880483617,9,1711
0.25,0.74,1.0,90s,90,176.51932452538844,14.921994574540307,4.973998191513435,9,2431
0.25,0.74,1.1,30s,30,166.5634492240581,14.84074486076861,4.946914953589537,9,924
0.25,0.74,1.1,60s,60,171.74971016279414,14.88016337537849,4.9600544584594966,9,1693
0.25,0.74,1.1,90s,90,179.30152339477718,17.665941576430036,5.888647192143345,9,2431
0.25,0.74,1.2,30s,30,169.34894056344137,13.948629537667992,4.649543179222664,9,925
0.25,0.74,1.2,60s,60,167.31786746758198,11.983339483246986,3.994446494415662,9,1651
0.25,0.74,1.2,90s,90,178.79686522396221,20.241068910191377,6.747022970063792,9,2447
0.25,0.74,1.3,30s,30,167.2156034232455,15.917696156273157,5.305898718757719,9,928
0.25,0.74,1.3,60s,60,168.8273819960586,12.969804460739052,4.323268153579684,9,1690
0.25,0.74,1.3,90s,90,175.98158562914364,13.567182303057749,4.522394101019249,9,2391
0.25,0.74,1.4,30s,30,167.73182597727507,14.844433575635787,4.948144525211929,9,917
0.25,0.74,1.4,60s,60,168.49465845369306,12.378911583552034,4.126303861184011,9,1659
0.25,0.74,1.4,90s,90,178.6473510750502,19.23640015220977,6.412133384069924,9,2410
0.25,0.74,1.5,30s,30,167.3699711304884,12.813536311897854,4.271178770632618,9,897
0.25,0.74,1.5,60s,60,167.3798136157579,13.576529702638961,4.525509900879654,9,1673
0.25,0.74,1.5,90s,90,176.6660520065804,17.399328236754176,5.799776078918058,9,2426
0.25,0.74,1.6,30s,30,166.8414784766326,10.681139494146924,3.560379831382308,9,919
0.25,0.74,1.6,60s,60,168.00930012843077,12.882917841949999,4.2943059473166665,9,1695
0.25,0.74,1.6,90s,90,179.40250734427053,20.053843598904823,6.684614532968275,9,2395
0.25,0.74,1.7,30s,30,166.83956515318548,10.385557833911122,3.461852611303707,9,904
0.25,0.74,1.7,60s,60,168.5998105160662,13.95063315295177,4.650211050983923,9,1749
0.25,0.74,1.7,90s,90,176.0481849112675,15.672305500206644,5.224101833402215,9,2465
0.25,0.74,1.8,30s,30,165.2645019780396,9.266186323069626,3.0887287743565417,9,903
0.25,0.74,1.8,60s,60,167.12389449072427,13.420778897561021,4.4735929658536735,9,1721
0.25,0.74,1.8,90s,90,178.77165591523743,19.829078398795556,6.609692799598519,9,2434
0.25,0.74,1.9,30s,30,164.87226238905157,10.380910141408627,3.4603033804695422,9,906
0.25,0.74,1.9,60s,60,168.33547716254628,13.701324534031482,4.567108178010494,9,1732
0.25,0.74,1.9,90s,90,175.31252001646698,16.13864659429553,5.379548864765177,9,2401
0.25,0.74,2.0,30s,30,164.66115150441607,10.934354283785792,3.644784761261931,9,908
0.25,0.74,2.0,60s,60,167.01061702492495,13.467576815512661,4.489192271837553,9,1715
0.25,0.74,2.0,90s,90,173.24084341553646,14.777441999428579,4.9258139998095265,9,2416
0.25,0.75,1.0,30s,30,173.34129273850192,16.750259841941684,5.583419947313895,9,895
0.25,0.75,1.0,60s,60,170.97944728170899,13.107504666094243,4.369168222031415,9,1672
0.25,0.75,1.0,90s,90,179.36672909211833,16.338208531206167,5.446069510402055,9,2419
0.25,0.75,1.1,30s,30,170.4662983684806,13.015383341140428,4.338461113713476,9,895
0.25,0.75,1.1,60s,60,169.10585605291215,11.611367069398394,3.870455689799465,9,1691
0.25,0.75,1.1,90s,90,177.66213631903648,14.963735053600466,4.987911684533489,9,2411
0.25,0.75,1.2,30s,30,169.66703914644674,14.43765248401268,4.812550828004227,9,895
0.25,0.75,1.2,60s,60,170.32677660404573,12.035808183994865,4.011936061331622,9,1719
0.25,0.75,1.2,90s,90,180.52776518470648,20.331615563011848,6.777205187670616,9,2466
0.25,0.75,1.3,30s,30,169.58253874607396,12.878037287051093,4.292679095683698,9,899
0.25,0.75,1.3,60s,60,169.24445296666147,12.764355611552258,4.254785203850752,9,1676
0.25,0.75,1.3,90s,90,179.89992680927514,16.22729582835268,5.4090986094508935,9,2466
0.25,0.75,1.4,30s,30,168.58214183629002,15.464997460876132,5.154999153625377,9,963
0.25,0.75,1.4,60s,60,169.55660020074018,13.627396769889756,4.5424655899632524,9,1712
0.25,0.75,1.4,90s,90,178.3164797863346,15.617036896380508,5.205678965460169,9,2409
0.25,0.75,1.5,30s,30,168.10956661600113,11.339271361802812,3.7797571206009373,9,898
0.25,0.75,1.5,60s,60,168.79567983086295,13.122170705179673,4.374056901726558,9,1695
0.25,0.75,1.5,90s,90,176.2021742372526,14.660641371184997,4.8868804570616655,9,2409
0.25,0.75,1.6,30s,30,169.1235144140149,11.456016072874752,3.8186720242915837,9,874
0.25,0.75,1.6,60s,60,169.39327346362205,12.53181226843612,4.177270756145373,9,1666
0.25,0.75,1.6,90s,90,179.17360141318014,18.10562449997094,6.03520816665698,9,2424
0.25,0.75,1.7,30s,30,167.9257556419001,10.39185452744816,3.463951509149387,9,918
0.25,0.75,1.7,60s,60,168.94964756360008,13.21027003815816,4.40342334605272,9,1680
0.25,0.75,1.7,90s,90,179.58253852091954,18.85268558845181,6.284228529483936,9,2430
0.25,0.75,1.8,30s,30,167.2068283735427,8.650387415699448,2.8834624718998163,9,900
0.25,0.75,1.8,60s,60,169.32686756646257,13.688468196789477,4.562822732263159,9,1711
0.25,0.75,1.8,90s,90,176.856494280942,15.12522006129095,5.041740020430317,9,2438
0.25,0.75,1.9,30s,30,165.97555631113042,10.261547868383493,3.420515956127831,9,914
0.25,0.75,1.9,60s,60,168.8819764818553,14.730298209501607,4.9100994031672025,9,1670
0.25,0.75,1.9,90s,90,179.37242478364882,21.046953366816652,7.015651122272217,9,2446
0.25,0.75,2.0,30s,30,165.98508796544078,9.792325486618134,3.264108495539378,9,911
0.25,0.75,2.0,60s,60,168.90366689792927,14.683076170246977,4.894358723415659,9,1705
0.25,0.75,2.0,90s,90,175.05299466169188,14.92933493430085,4.976444978100283,9,2463
0.25,0.76,1.0,30s,30,171.27100160195667,15.558734604186554,5.186244868062185,9,929
0.25,0.76,1.0,60s,60,169.95834753071586,13.904014056797388,4.634671352265796,9,1647
0.25,0.76,1.0,90s,90,182.40050356651335,19.77292440806429,6.590974802688097,9,2426
0.25,0.76,1.1,30s,30,168.81378757509208,12.002899251474886,4.0009664171582955,9,930
0.25,0.76,1.1,60s,60,170.19736782956184,14.66602496462594,4.888674988208646,9,1666
0.25,0.76,1.1,90s,90,183.07701907541428,17.884942350261785,5.961647450087262,9,2403
0.25,0.76,1.2,30s,30,172.2971714803364,11.871897360700599,3.957299120233533,9,893
0.25,0.76,1.2,60s,60,170.27437403966255,13.28060800364699,4.4268693345489964,9,1704
0.25,0.76,1.2,90s,90,181.07237709525006,15.911581688292587,5.3038605627641955,9,2446
0.25,0.76,1.3,30s,30,168.91301841089157,14.258779058100393,4.752926352700131,9,889
0.25,0.76,1.3,60s,60,169.78436050209552,13.55343278730603,4.517810929102009,9,1682
0.25,0.76,1.3,90s,90,181.1799489381971,16.43577811035615,5.47859270345205,9,2433
0.25,0.76,1.4,30s,30,169.37324618100288,12.756448809036044,4.252149603012015,9,897
0.25,0.76,1.4,60s,60,170.21498454371033,13.736294811124042,4.578764937041347,9,1723
0.25,0.76,1.4,90s,90,180.69377701383272,17.469347034425077,5.823115678141693,9,2352
0.25,0.76,1.5,30s,30,169.56893630676143,10.676896316651876,3.5589654388839587,9,891
0.25,0.76,1.5,60s,60,171.48727506819122,14.694438817282286,4.898146272427429,9,1675
0.25,0.76,1.5,90s,90,181.58461186262272,18.911343538479453,6.303781179493151,9,2501
0.25,0.76,1.6,30s,30,168.28740308979616,12.377738895467289,4.125912965155763,9,897
0.25,0.76,1.6,60s,60,171.60951748815484,15.373929113876233,5.124643037958744,9,1682
0.25,0.76,1.6,90s,90,182.82164089780287,20.477136871506254,6.825712290502085,9,2488
0.25,0.76,1.7,30s,30,167.98430503933946,7.9860599145696956,2.662019971523232,9,879
0.25,0.76,1.7,60s,60,170.1184737232192,14.770277555993026,4.923425851997675,9,1661
0.25,0.76,1.7,90s,90,180.53451238314796,18.82365684911984,6.274552283039946,9,2463
0.25,0.76,1.8,30s,30,167.51620904394088,9.688784817560107,3.2295949391867023,9,903
0.25,0.76,1.8,60s,60,170.15605143136003,13.74953684948329,4.583178949827763,9,1666
0.25,0.76,1.8,90s,90,182.33742200456325,20.19455149426228,6.731517164754094,9,2441
0.25,0.76,1.9,30s,30,167.6156831763052,10.733568555870606,3.577856185290202,9,921
0.25,0.76,1.9,60s,60,168.20304459702695,14.06587779616439,4.688625932054797,9,1686
0.25,0.76,1.9,90s,90,179.39684544517476,17.772655550742744,5.924218516914248,9,2459
0.25,0.76,2.0,30s,30,165.7190558879414,10.1537125086324,3.3845708362108002,9,893
0.25,0.76,2.0,60s,60,169.28859924897446,15.40694813711074,5.135649379036914,9,1693
0.25,0.76,2.0,90s,90,177.84917478057994,14.85705809850261,4.95235269950087,9,2439
0.25,0.77,1.0,30s,30,170.34525456699558,14.86516684424331,4.95505561474777,9,905
0.25,0.77,1.0,60s,60,173.32429451936338,13.304315541966055,4.434771847322018,9,1673
0.25,0.77,1.0,90s,90,179.51036366402272,14.995448379226156,4.998482793075385,9,2455
0.25,0.77,1.1,30s,30,171.71593287535725,12.948230041504731,4.316076680501577,9,972
0.25,0.77,1.1,60s,60,171.38240839966,13.532257778292543,4.510752592764181,9,1687
0.25,0.77,1.1,90s,90,185.13420038511498,19.897127147684916,6.632375715894972,9,2417
0.25,0.77,1.2,30s,30,172.29859898085644,12.470043225818669,4.15668107527289,9,880
0.25,0.77,1.2,60s,60,171.53039207457726,14.658904631444424,4.886301543814808,9,1708
