source,source_label,metric,condition,human_mean,comparison_mean,difference_human_minus_comparison,absolute_error,squared_error,pearson_r,mae,rmse
sentence_reader_gamma_0dot2,Sim myopic sentence reader (γ=0.2),OVERALL_15_MEANS,,,,,,,nan,35.69226035831255,78.96191766789819
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),reading_speed,30s,190.77976190476073,0.0,190.77976190476073,190.77976190476073,36396.9175524372,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),reading_speed,60s,171.4880952380893,0.0,171.4880952380893,171.4880952380893,29408.166808387985,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),reading_speed,90s,166.48015873015717,0.0,166.48015873015717,166.48015873015717,27715.643250818328,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),skip_rate,30s,0.3907747888607143,0.0,0.3907747888607143,0.3907747888607143,0.15270493560913587,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),skip_rate,60s,0.3226584662464286,0.0,0.3226584662464286,0.3226584662464286,0.10410848584049769,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),skip_rate,90s,0.31304003764285715,0.0,0.31304003764285715,0.31304003764285715,0.09799406516744143,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),regression_rate,30s,0.3161848319035715,0.0,0.3161848319035715,0.3161848319035715,0.09997284792588976,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),regression_rate,60s,0.4772694567178572,0.0,0.4772694567178572,0.4772694567178572,0.22778613431575856,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),regression_rate,90s,0.5930452536428571,0.0,0.5930452536428571,0.5930452536428571,0.3517026728683207,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),mcq_accuracy,30s,0.5916666666666666,0.0,0.5916666666666666,0.5916666666666666,0.3500694444444443,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),mcq_accuracy,60s,0.7312500000000002,0.0,0.7312500000000002,0.7312500000000002,0.5347265625000003,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),mcq_accuracy,90s,0.825,0.0,0.825,0.825,0.6806249999999999,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),free_recall_score,30s,0.6416666666666666,0.0,0.6416666666666666,0.6416666666666666,0.411736111111111,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),free_recall_score,60s,0.703125,0.0,0.703125,0.703125,0.494384765625,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),free_recall_score,90s,0.7302083333333333,0.0,0.7302083333333333,0.7302083333333333,0.5332042100694445,,,
sentence_reader_gamma_0dot6,Sim myopic sentence reader (γ=0.6),OVERALL_15_MEANS,,,,,,,nan,35.69226035831255,78.96191766789819
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),reading_speed,30s,190.77976190476073,55.111111111111114,135.66865079364962,135.66865079364962,18405.982808169247,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),reading_speed,60s,171.4880952380893,28.77777777777778,142.71031746031153,142.71031746031153,20366.2347096229,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),reading_speed,90s,166.48015873015717,19.185185185185183,147.29497354497198,147.29497354497198,21695.809231613996,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),skip_rate,30s,0.3907747888607143,0.36609446516743926,0.024680323693275052,0.024680323693275052,0.000609118377604834,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),skip_rate,60s,0.3226584662464286,0.30476168173492685,0.01789678451150173,0.01789678451150173,0.0003202948958511282,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),skip_rate,90s,0.31304003764285715,0.30476168173492685,0.008278355907930302,0.008278355907930302,6.853117653836453e-05,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),regression_rate,30s,0.3161848319035715,0.5120657664775312,-0.19588093457395972,0.19588093457395972,0.03836934052956789,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),regression_rate,60s,0.4772694567178572,0.513632967431987,-0.036363510714129854,0.036363510714129854,0.0013223049114566368,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),regression_rate,90s,0.5930452536428571,0.513632967431987,0.07941228621087004,0.07941228621087004,0.00630631120123714,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),mcq_accuracy,30s,0.5916666666666666,0.06666666666666667,0.5249999999999999,0.5249999999999999,0.2756249999999999,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),mcq_accuracy,60s,0.7312500000000002,0.022222222222222223,0.7090277777777779,0.7090277777777779,0.502720389660494,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),mcq_accuracy,90s,0.825,0.044444444444444446,0.7805555555555556,0.7805555555555556,0.6092669753086419,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),free_recall_score,30s,0.6416666666666666,0.3948552840285831,0.2468113826380835,0.2468113826380835,0.06091585859972246,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),free_recall_score,60s,0.703125,0.36350352234310573,0.33962147765689427,0.33962147765689427,0.11534274808585233,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),free_recall_score,90s,0.7302083333333333,0.3900185724099477,0.34018976092338565,0.34018976092338565,0.1157290734371103,,,
text_reader_gamma_0dot2,Sim myopic text reader (γ=0.2),OVERALL_15_MEANS,,,,,,,0.9224341680216125,28.598510663273103,63.49265224961196
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),reading_speed,30s,190.77976190476073,72.22222222222223,118.5575396825385,118.5575396825385,14055.890215576692,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),reading_speed,60s,171.4880952380893,33.0,138.4880952380893,138.4880952380893,19178.95252267409,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),reading_speed,90s,166.48015873015717,21.703703703703702,144.77645502645348,144.77645502645348,20960.221930026706,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),skip_rate,30s,0.3907747888607143,0.34986921530613846,0.04090557355457586,0.04090557355457586,0.0016732659478288158,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),skip_rate,60s,0.3226584662464286,0.3054103863373437,0.01724807990908489,0.01724807990908489,0.00029749626055017785,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),skip_rate,90s,0.31304003764285715,0.30388483332437644,0.009155204318480714,0.009155204318480714,8.381776611312792e-05,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),regression_rate,30s,0.3161848319035715,0.5028370299031022,-0.1866521979995307,0.1866521979995307,0.034839043018056015,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),regression_rate,60s,0.4772694567178572,0.5262615682550322,-0.04899211153717503,0.04899211153717503,0.0024002269928709986,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),regression_rate,90s,0.5930452536428571,0.5484837904772546,0.0445614631656025,0.0445614631656025,0.001985723999459348,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),mcq_accuracy,30s,0.5916666666666666,0.06666666666666667,0.5249999999999999,0.5249999999999999,0.2756249999999999,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),mcq_accuracy,60s,0.7312500000000002,0.06666666666666667,0.6645833333333335,0.6645833333333335,0.4416710069444447,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),mcq_accuracy,90s,0.825,0.06666666666666667,0.7583333333333333,0.7583333333333333,0.5750694444444444,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),free_recall_score,30s,0.6416666666666666,0.3532601272066434,0.2884065394600232,0.2884065394600232,0.08317833200330592,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),free_recall_score,60s,0.703125,0.38116514682769775,0.32195985317230225,0.32195985317230225,0.10365814705473042,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),free_recall_score,90s,0.7302083333333333,0.38948453466097516,0.3407237986723582,0.3407237986723582,0.11609270698172168,,,
text_reader_gamma_0dot6,Sim myopic text reader (γ=0.6),OVERALL_15_MEANS,,,,,,,0.8976144359514323,27.00457409570247,60.109179134021836
